Session Day,Acquisition Time,Session,Scan Number,Scan Type,Scan Description,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
Day 1,09:07:10,1,101,Bias_Receive,BIAS_BC,A,1,,,,,,,,,
Day 1,09:07:36,1,102,Bias_Receive,BIAS_32CH,A,1,,,,,,,,,
Day 1,09:09:14,1,103,T1w,T1w_MPR1,B,1,,1,,'+z,,,,,
Day 1,09:17:39,1,104,T2w,T2w_SPC1,B,1,,1,,'+z,,,,,
Day 1,09:26:42,1,105,T1w,T1w_MPR2,B,1,,1,,'+z,,,,,
Day 1,09:44:29,1,107,FieldMap,FieldMap_Magnitude,B,1,,1,,,,,,,
Day 1,09:44:30,1,108,FieldMap,FieldMap_Phase,B,1,,1,,,,,,,
Day 1,09:46:46,1,109,Bias_Transmit,AFI,B,1,,,,,,,,,
Day 1,11:37:34,2,201,Bias_Receive,BIAS_BC,A,2,,,,,,,,,
Day 1,11:38:00,2,202,Bias_Receive,BIAS_32CH,A,2,,,,,,,,,
Day 1,11:39:10,2,203,FieldMap_SE_EPI,SpinEchoFieldMap_RL,C,2,1,,'+x,,,,,,
Day 1,11:39:42,2,204,FieldMap_SE_EPI,SpinEchoFieldMap_LR,C,2,1,,'-x,,,,,,
Day 1,11:40:36,2,205,rfMRI_SBRef,rfMRI_REST1_RL_SBRef,C,2,1,,'+x,,,,,,
Day 1,11:40:36,2,206,rfMRI,rfMRI_REST1_RL,C,2,1,,'+x,,,1,Y,100.0,100.0
Day 1,11:55:46,2,207,rfMRI_SBRef,rfMRI_REST1_LR_SBRef,C,2,1,,'-x,,,,,,
Day 1,11:55:46,2,208,rfMRI,rfMRI_REST1_LR,C,2,1,,'-x,,,2,Y,100.0,100.0
Day 1,12:13:22,2,211,FieldMap_SE_EPI,SpinEchoFieldMap_RL,C,2,2,,'+x,,,,,,
Day 1,12:13:55,2,212,FieldMap_SE_EPI,SpinEchoFieldMap_LR,C,2,2,,'-x,,,,,,
Day 1,12:15:13,2,213,tfMRI_SBRef,tfMRI_WM_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,12:15:13,2,214,tfMRI,tfMRI_WM_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,12:20:46,2,215,tfMRI_SBRef,tfMRI_WM_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,12:20:46,2,216,tfMRI,tfMRI_WM_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 1,12:26:35,2,217,tfMRI_SBRef,tfMRI_GAMBLING_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,12:26:35,2,218,tfMRI,tfMRI_GAMBLING_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,12:30:13,2,219,tfMRI_SBRef,tfMRI_GAMBLING_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,12:30:13,2,220,tfMRI,tfMRI_GAMBLING_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 1,12:34:15,2,221,tfMRI_SBRef,tfMRI_MOTOR_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,12:34:15,2,222,tfMRI,tfMRI_MOTOR_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,12:38:12,2,223,tfMRI_SBRef,tfMRI_MOTOR_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,12:38:12,2,224,tfMRI,tfMRI_MOTOR_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 2,08:21:16,3,301,Bias_Receive,BIAS_BC,D,3,,,,,,,,,
Day 2,08:21:41,3,302,Bias_Receive,BIAS_32CH,D,3,,,,,,,,,
Day 2,08:28:44,3,303,dMRI_SBRef,DWI_dir95_RL_SBRef,E,3,,,'+x,,,,,,
Day 2,08:28:44,3,304,dMRI,DWI_dir95_RL,E,3,,,'+x,,,1,Y,100.0,100.0
Day 2,08:38:53,3,305,dMRI_SBRef,DWI_dir95_LR_SBRef,E,3,,,'-x,,,,,,
Day 2,08:38:53,3,306,dMRI,DWI_dir95_LR,E,3,,,'-x,,,2,Y,100.0,100.0
Day 2,08:49:54,3,307,dMRI_SBRef,DWI_dir96_RL_SBRef,E,3,,,'+x,,,,,,
Day 2,08:49:54,3,308,dMRI,DWI_dir96_RL,E,3,,,'+x,,,3,Y,100.0,100.0
Day 2,09:00:19,3,309,dMRI_SBRef,DWI_dir96_LR_SBRef,E,3,,,'-x,,,,,,
Day 2,09:00:19,3,310,dMRI,DWI_dir96_LR,E,3,,,'-x,,,4,Y,100.0,100.0
Day 2,09:10:36,3,311,dMRI_SBRef,DWI_dir97_RL_SBRef,E,3,,,'+x,,,,,,
Day 2,09:10:36,3,312,dMRI,DWI_dir97_RL,E,3,,,'+x,,,5,Y,100.0,100.0
Day 2,09:21:00,3,313,dMRI_SBRef,DWI_dir97_LR_SBRef,E,3,,,'-x,,,,,,
Day 2,09:21:00,3,314,dMRI,DWI_dir97_LR,E,3,,,'-x,,,6,Y,100.0,100.0
Day 2,10:56:43,4,401,Bias_Receive,BIAS_BC,D,4,,,,,,,,,
Day 2,10:57:09,4,402,Bias_Receive,BIAS_32CH,D,4,,,,,,,,,
Day 2,10:58:20,4,403,FieldMap_SE_EPI,SpinEchoFieldMap_RL,F,4,3,,'+x,,,,,,
Day 2,10:58:52,4,404,FieldMap_SE_EPI,SpinEchoFieldMap_LR,F,4,3,,'-x,,,,,,
Day 2,10:59:46,4,405,rfMRI_SBRef,rfMRI_REST2_LR_SBRef,F,4,3,,'-x,,,,,,
Day 2,10:59:46,4,406,rfMRI,rfMRI_REST2_LR,F,4,3,,'-x,,,1,Y,100.0,100.0
Day 2,11:15:55,4,407,rfMRI_SBRef,rfMRI_REST2_RL_SBRef,F,4,3,,'+x,,,,,,
Day 2,11:15:55,4,408,rfMRI,rfMRI_REST2_RL,F,4,3,,'+x,,,2,Y,100.0,100.0
Day 2,11:34:01,4,411,FieldMap_SE_EPI,SpinEchoFieldMap_RL,F,4,4,,'+x,,,,,,
Day 2,11:34:34,4,412,FieldMap_SE_EPI,SpinEchoFieldMap_LR,F,4,4,,'-x,,,,,,
Day 2,11:35:43,4,413,tfMRI_SBRef,tfMRI_LANGUAGE_RL_SBRef,F,4,4,,'+x,,1,,,,
Day 2,11:35:43,4,414,tfMRI,tfMRI_LANGUAGE_RL,F,4,4,,'+x,,1,1,Y,100.0,100.0
Day 2,11:40:13,4,415,tfMRI_SBRef,tfMRI_LANGUAGE_LR_SBRef,F,4,4,,'-x,,2,,,,
Day 2,11:40:13,4,416,tfMRI,tfMRI_LANGUAGE_LR,F,4,4,,'-x,,2,2,Y,100.0,100.0
Day 2,12:06:22,4,417,Bias_Receive,BIAS_BC,D,5,,,,,,,,,
Day 2,12:06:49,4,418,Bias_Receive,BIAS_32CH,D,5,,,,,,,,,
Day 2,12:08:02,4,419,FieldMap_SE_EPI,SpinEchoFieldMap_RL,G,5,5,,'+x,,,,,,
Day 2,12:08:34,4,420,FieldMap_SE_EPI,SpinEchoFieldMap_LR,G,5,5,,'-x,,,,,,
Day 2,12:11:47,4,423,tfMRI_SBRef,tfMRI_SOCIAL_LR_SBRef,G,5,5,,'-x,,2,,,,
Day 2,12:11:47,4,424,tfMRI,tfMRI_SOCIAL_LR,G,5,5,,'-x,,2,1,Y,100.0,100.0
Day 2,12:15:44,4,425,tfMRI_SBRef,tfMRI_SOCIAL_RL_SBRef,G,5,5,,'+x,,3,,,,
Day 2,12:15:44,4,426,tfMRI,tfMRI_SOCIAL_RL,G,5,5,,'+x,,3,2,Y,100.0,100.0
Day 2,12:20:03,4,427,tfMRI_SBRef,tfMRI_RELATIONAL_RL_SBRef,G,5,5,,'+x,,1,,,,
Day 2,12:20:03,4,428,tfMRI,tfMRI_RELATIONAL_RL,G,5,5,,'+x,,1,1,Y,100.0,100.0
Day 2,12:23:26,4,429,tfMRI_SBRef,tfMRI_RELATIONAL_LR_SBRef,G,5,5,,'-x,,2,,,,
Day 2,12:23:26,4,430,tfMRI,tfMRI_RELATIONAL_LR,G,5,5,,'-x,,2,2,Y,100.0,100.0
Day 2,12:26:52,4,431,tfMRI_SBRef,tfMRI_EMOTION_RL_SBRef,G,5,5,,'+x,,1,,,,
Day 2,12:26:52,4,432,tfMRI,tfMRI_EMOTION_RL,G,5,5,,'+x,,1,1,Y,100.0,100.0
Day 2,12:29:35,4,433,tfMRI_SBRef,tfMRI_EMOTION_LR_SBRef,G,5,5,,'-x,,2,,,,
Day 2,12:29:35,4,434,tfMRI,tfMRI_EMOTION_LR,G,5,5,,'-x,,2,2,Y,100.0,100.0
