Session Day,Acquisition Time,Session,Scan Number,Scan Type,Scan Description,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
Day 1,18:51:34,1,101,Bias_Receive,BIAS_BC,A,1,,,,,,,,,
Day 1,18:52:00,1,102,Bias_Receive,BIAS_32CH,A,1,,,,,,,,,
Day 1,19:02:08,1,104,T2w,T2w_SPC1,B,1,,1,,'+z,,,,,
Day 1,19:11:01,1,105,T1w,T1w_MPR1,B,1,,1,,'+z,,,,,
Day 1,19:19:31,1,106,T2w,T2w_SPC2,B,1,,1,,'+z,,,,,
Day 1,19:28:16,1,107,FieldMap,FieldMap_Magnitude,B,1,,1,,,,,,,
Day 1,19:28:17,1,108,FieldMap,FieldMap_Phase,B,1,,1,,,,,,,
Day 1,19:30:33,1,109,Bias_Transmit,AFI,B,1,,,,,,,,,
Day 1,20:07:29,2,201,Bias_Receive,BIAS_BC,A,2,,,,,,,,,
Day 1,20:07:55,2,202,Bias_Receive,BIAS_32CH,A,2,,,,,,,,,
Day 1,20:09:07,2,203,FieldMap_SE_EPI,SpinEchoFieldMap_RL,C,2,1,,'+x,,,,,,
Day 1,20:09:39,2,204,FieldMap_SE_EPI,SpinEchoFieldMap_LR,C,2,1,,'-x,,,,,,
Day 1,20:10:32,2,205,rfMRI_SBRef,rfMRI_REST1_RL_SBRef,C,2,1,,'+x,,,,,,
Day 1,20:10:32,2,206,rfMRI,rfMRI_REST1_RL,C,2,1,,'+x,,,1,Y,100.0,100.0
Day 1,20:25:36,2,207,rfMRI_SBRef,rfMRI_REST1_LR_SBRef,C,2,1,,'-x,,,,,,
Day 1,20:25:36,2,208,rfMRI,rfMRI_REST1_LR,C,2,1,,'-x,,,2,Y,100.0,100.0
Day 1,20:43:06,2,211,FieldMap_SE_EPI,SpinEchoFieldMap_RL,C,2,2,,'+x,,,,,,
Day 1,20:43:39,2,212,FieldMap_SE_EPI,SpinEchoFieldMap_LR,C,2,2,,'-x,,,,,,
Day 1,20:44:40,2,213,tfMRI_SBRef,tfMRI_WM_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,20:44:40,2,214,tfMRI,tfMRI_WM_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,20:50:09,2,215,tfMRI_SBRef,tfMRI_WM_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,20:50:09,2,216,tfMRI,tfMRI_WM_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 1,20:55:47,2,217,tfMRI_SBRef,tfMRI_GAMBLING_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,20:55:47,2,218,tfMRI,tfMRI_GAMBLING_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,20:59:24,2,219,tfMRI_SBRef,tfMRI_GAMBLING_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,20:59:24,2,220,tfMRI,tfMRI_GAMBLING_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 1,21:03:24,2,221,tfMRI_SBRef,tfMRI_MOTOR_RL_SBRef,C,2,2,,'+x,,1,,,,
Day 1,21:03:24,2,222,tfMRI,tfMRI_MOTOR_RL,C,2,2,,'+x,,1,1,Y,100.0,100.0
Day 1,21:07:21,2,223,tfMRI_SBRef,tfMRI_MOTOR_LR_SBRef,C,2,2,,'-x,,2,,,,
Day 1,21:07:21,2,224,tfMRI,tfMRI_MOTOR_LR,C,2,2,,'-x,,2,2,Y,100.0,100.0
Day 2,19:09:27,3,301,Bias_Receive,BIAS_BC,A,3,,,,,,,,,
Day 2,19:09:54,3,302,Bias_Receive,BIAS_32CH,A,3,,,,,,,,,
Day 2,19:11:34,3,303,dMRI_SBRef,DWI_dir95_RL_SBRef,D,3,,,'+x,,,,,,
Day 2,19:11:34,3,304,dMRI,DWI_dir95_RL,D,3,,,'+x,,,1,Y,100.0,100.0
Day 2,19:22:10,3,305,dMRI_SBRef,DWI_dir95_LR_SBRef,D,3,,,'-x,,,,,,
Day 2,19:22:10,3,306,dMRI,DWI_dir95_LR,D,3,,,'-x,,,2,Y,100.0,100.0
Day 2,19:32:15,3,307,dMRI_SBRef,DWI_dir96_RL_SBRef,D,3,,,'+x,,,,,,
Day 2,19:32:15,3,308,dMRI,DWI_dir96_RL,D,3,,,'+x,,,3,Y,100.0,100.0
Day 2,19:42:31,3,309,dMRI_SBRef,DWI_dir96_LR_SBRef,D,3,,,'-x,,,,,,
Day 2,19:42:31,3,310,dMRI,DWI_dir96_LR,D,3,,,'-x,,,4,Y,100.0,100.0
Day 2,19:52:39,3,311,dMRI_SBRef,DWI_dir97_RL_SBRef,D,3,,,'+x,,,,,,
Day 2,19:52:39,3,312,dMRI,DWI_dir97_RL,D,3,,,'+x,,,5,Y,100.0,100.0
Day 2,20:03:00,3,313,dMRI_SBRef,DWI_dir97_LR_SBRef,D,3,,,'-x,,,,,,
Day 2,20:03:00,3,314,dMRI,DWI_dir97_LR,D,3,,,'-x,,,6,Y,100.0,100.0
Day 3,17:04:07,4,401,FieldMap_SE_EPI,SpinEchoFieldMap_RL,E,,3,,'+x,,,,,,
Day 3,17:04:39,4,402,FieldMap_SE_EPI,SpinEchoFieldMap_LR,E,,3,,'-x,,,,,,
Day 3,17:05:38,4,403,rfMRI_SBRef,rfMRI_REST2_LR_SBRef,E,1,3,,'-x,,,,,,
Day 3,17:05:38,4,404,rfMRI,rfMRI_REST2_LR,E,1,3,,'-x,,,1,Y,100.0,100.0
Day 3,17:20:41,4,405,rfMRI_SBRef,rfMRI_REST2_RL_SBRef,E,1,3,,'+x,,,,,,
Day 3,17:20:41,4,406,rfMRI,rfMRI_REST2_RL,E,1,3,,'+x,,,2,Y,100.0,100.0
Day 3,17:38:55,4,409,FieldMap_SE_EPI,SpinEchoFieldMap_RL,E,,4,,'+x,,,,,,
Day 3,17:40:00,4,410,FieldMap_SE_EPI,SpinEchoFieldMap_LR,E,,4,,'-x,,,,,,
