Session Day,Acquisition Time,Session,Scan Number,Scan Type,Scan Description,Shim Group,BiasField group,SE_FieldMap group,GE_FieldMap group,PE Direction,Readout Direction,E-Prime Script,Scan Order,Scan Complete,Percent Complete,Percent Pair Complete
Day 1,20:45:18,1,101,Bias_Receive,BIAS_BC,A,1,,,,,,,,,
Day 1,20:45:44,1,102,Bias_Receive,BIAS_32CH,A,1,,,,,,,,,
Day 1,20:47:46,1,103,T1w,T1w_MPR1,B,1,,1,,'+z,,,,,
Day 1,20:56:10,1,104,T2w,T2w_SPC1,B,1,,1,,'+z,,,,,
Day 1,21:22:43,1,107,FieldMap,FieldMap_Magnitude,B,1,,1,,,,,,,
Day 1,21:22:44,1,108,FieldMap,FieldMap_Phase,B,1,,1,,,,,,,
Day 1,21:25:00,1,109,Bias_Transmit,AFI,B,1,,,,,,,,,
Day 2,11:37:23,2,201,Bias_Receive,BIAS_BC,A,2,,,,,,,,,
Day 2,11:37:50,2,202,Bias_Receive,BIAS_32CH,A,2,,,,,,,,,
Day 2,11:40:10,2,203,dMRI_SBRef,DWI_dir95_RL_SBRef,C,2,,,'+x,,,,,,
Day 2,11:40:10,2,204,dMRI,DWI_dir95_RL,C,2,,,'+x,,,1,Y,100.0,100.0
Day 2,11:50:33,2,205,dMRI_SBRef,DWI_dir95_LR_SBRef,C,2,,,'-x,,,,,,
Day 2,11:50:33,2,206,dMRI,DWI_dir95_LR,C,2,,,'-x,,,2,Y,100.0,100.0
Day 2,12:00:41,2,207,dMRI_SBRef,DWI_dir96_RL_SBRef,C,2,,,'+x,,,,,,
Day 2,12:00:41,2,208,dMRI,DWI_dir96_RL,C,2,,,'+x,,,3,Y,100.0,100.0
Day 2,12:11:20,2,209,dMRI_SBRef,DWI_dir96_LR_SBRef,C,2,,,'-x,,,,,,
Day 2,12:11:20,2,210,dMRI,DWI_dir96_LR,C,2,,,'-x,,,4,Y,100.0,100.0
Day 2,12:21:37,2,211,dMRI_SBRef,DWI_dir97_RL_SBRef,C,2,,,'+x,,,,,,
Day 2,12:21:37,2,212,dMRI,DWI_dir97_RL,C,2,,,'+x,,,5,Y,100.0,100.0
Day 2,12:32:09,2,213,dMRI_SBRef,DWI_dir97_LR_SBRef,C,2,,,'-x,,,,,,
Day 2,12:32:09,2,214,dMRI,DWI_dir97_LR,C,2,,,'-x,,,6,Y,100.0,100.0
Day 2,15:16:17,3,301,Bias_Receive,BIAS_BC,A,3,,,,,,,,,
Day 2,15:16:44,3,302,Bias_Receive,BIAS_32CH,A,3,,,,,,,,,
Day 2,15:17:59,3,303,FieldMap_SE_EPI,SpinEchoFieldMap_RL,D,3,1,,'+x,,,,,,
